,ID Ticket,Fecha,Tipo,Categoría,ID Empleado,ID Agente,Severidad,Prioridad,Días Resolución,Satisfacción
17434,SDLTER-8043831646,2020-01-01,Solicitud,Software,1284,6,2 - Normal,0 - Sin Asignar,10,5
17435,SDLTER-8044030888,2020-07-18,Solicitud,Hardware,668,28,2 - Normal,0 - Sin Asignar,14,4
17436,SDLTER-8044150669,2020-11-15,Solicitud,Software,126,6,2 - Normal,0 - Sin Asignar,10,1
17437,SDLTER-8044177299,2020-12-12,Solicitud,Software,599,32,2 - Normal,0 - Sin Asignar,10,5
17438,SDLTER-8143954779,2020-05-03,Solicitud,Hardware,1367,47,2 - Normal,0 - Sin Asignar,11,5
17439,SDLTER-8143983727,2020-06-01,Solicitud,Software,122,7,2 - Normal,0 - Sin Asignar,11,1
17440,SDLTER-8243950069,2020-04-29,Solicitud,Hardware,1926,40,2 - Normal,0 - Sin Asignar,12,5
17441,SDLTER-8244072991,2020-08-29,Solicitud,Hardware,1669,29,2 - Normal,0 - Sin Asignar,12,5
17442,SDLTER-8343851300,2020-01-21,Solicitud,Software,1270,3,2 - Normal,0 - Sin Asignar,13,4
17443,SDLTER-8343883053,2020-02-22,Solicitud,Software,925,40,2 - Normal,0 - Sin Asignar,3,4
17444,SDLTER-8343947929,2020-04-26,Solicitud,Software,102,9,2 - Normal,0 - Sin Asignar,3,4
17445,SDLTER-8343962308,2020-05-11,Solicitud,Software,670,43,2 - Normal,0 - Sin Asignar,3,5
17446,SDLTER-8343979558,2020-05-28,Solicitud,Software,1775,35,2 - Normal,0 - Sin Asignar,3,4
17447,SDLTER-8344115674,2020-10-11,Solicitud,Software,937,16,2 - Normal,0 - Sin Asignar,3,5
17448,SDLTER-8344122183,2020-10-18,Solicitud,Software,1238,41,2 - Normal,0 - Sin Asignar,3,1
17449,SDLTER-8443918846,2020-03-28,Solicitud,Software,1964,48,2 - Normal,0 - Sin Asignar,4,5
17450,SDLTER-8443972132,2020-05-21,Solicitud,Software,573,41,2 - Normal,0 - Sin Asignar,4,4
17451,SDLTER-8444123853,2020-10-19,Solicitud,Hardware,1985,28,2 - Normal,0 - Sin Asignar,1,4
17452,SDLTER-8543944104,2020-04-23,Solicitud,Hardware,330,41,2 - Normal,0 - Sin Asignar,13,4
17453,SDLTER-8643881102,2020-02-20,Solicitud,Hardware,330,1,2 - Normal,0 - Sin Asignar,2,5
17454,SDLTER-8643981354,2020-05-30,Solicitud,Hardware,275,13,2 - Normal,0 - Sin Asignar,16,5
17455,SDLTER-8644187112,2020-12-22,Solicitud,Hardware,211,41,2 - Normal,0 - Sin Asignar,16,5
17456,SDLTER-8743920337,2020-03-30,Solicitud,Hardware,973,13,2 - Normal,0 - Sin Asignar,0,5
17457,SDLTER-8744050388,2020-08-07,Solicitud,Software,1428,3,2 - Normal,0 - Sin Asignar,7,1
17458,SDLTER-8744149363,2020-11-14,Solicitud,Hardware,716,13,2 - Normal,0 - Sin Asignar,0,4
17459,SDLTER-8744161419,2020-11-26,Solicitud,Software,1721,4,2 - Normal,0 - Sin Asignar,7,5
17460,SDLTER-8843835141,2020-01-05,Solicitud,Hardware,444,1,2 - Normal,0 - Sin Asignar,16,4
17461,SDLTER-8843979766,2020-05-28,Solicitud,Software,756,7,2 - Normal,0 - Sin Asignar,8,1
17462,SDLTER-8844070097,2020-08-27,Solicitud,Software,379,30,2 - Normal,0 - Sin Asignar,8,1
17463,SDLTER-8943862803,2020-02-01,Solicitud,Hardware,840,28,2 - Normal,0 - Sin Asignar,11,5
17464,SDLTER-8943967828,2020-05-16,Solicitud,Hardware,72,18,2 - Normal,0 - Sin Asignar,3,4
17465,SDLTER-8944018385,2020-07-06,Solicitud,Software,1008,13,2 - Normal,0 - Sin Asignar,9,5
17466,SDLTER-8944041145,2020-07-29,Solicitud,Software,1734,11,2 - Normal,0 - Sin Asignar,6,4
17467,SDLTER-8944168741,2020-12-03,Solicitud,Software,254,7,2 - Normal,0 - Sin Asignar,9,4
17468,SDLTER-9043956421,2020-05-05,Solicitud,Software,272,4,2 - Normal,0 - Sin Asignar,10,5
17469,SDLTER-9044030522,2020-07-18,Solicitud,Software,1692,25,2 - Normal,0 - Sin Asignar,4,1
17470,SDLTER-9044078775,2020-09-04,Solicitud,Software,667,37,2 - Normal,0 - Sin Asignar,10,1
17471,SDLTER-9144098324,2020-09-24,Solicitud,Software,32,3,2 - Normal,0 - Sin Asignar,11,5
17472,SDLTER-9144174317,2020-12-09,Solicitud,Hardware,511,23,2 - Normal,0 - Sin Asignar,11,5
17473,SDLTER-9243834566,2020-01-04,Solicitud,Software,1806,25,2 - Normal,0 - Sin Asignar,12,5
17474,SDLTER-9343850244,2020-01-20,Solicitud,Hardware,1504,22,2 - Normal,0 - Sin Asignar,9,4
17475,SDLTER-9344065609,2020-08-22,Solicitud,Software,630,26,2 - Normal,0 - Sin Asignar,3,4
17476,SDLTER-9344168305,2020-12-03,Solicitud,Hardware,1040,13,2 - Normal,0 - Sin Asignar,14,5
17477,SDLTER-9344169849,2020-12-04,Solicitud,Software,444,38,2 - Normal,0 - Sin Asignar,3,4
17478,SDLTER-9443851246,2020-01-21,Solicitud,Hardware,474,12,2 - Normal,0 - Sin Asignar,14,5
17479,SDLTER-9443992465,2020-06-10,Solicitud,Software,706,44,2 - Normal,0 - Sin Asignar,4,4
17480,SDLTER-9444080663,2020-09-06,Solicitud,Software,886,6,2 - Normal,0 - Sin Asignar,14,1
17481,SDLTER-9543935883,2020-04-14,Solicitud,Software,978,38,2 - Normal,0 - Sin Asignar,5,4
17482,SDLTER-9544088973,2020-09-14,Solicitud,Software,1127,29,2 - Normal,0 - Sin Asignar,5,4
17483,SDLTER-9544154787,2020-11-19,Solicitud,Software,918,47,2 - Normal,0 - Sin Asignar,5,4
17484,SDLTER-9643870386,2020-02-09,Solicitud,Hardware,1068,13,2 - Normal,0 - Sin Asignar,1,4
17485,SDLTER-9643954841,2020-05-03,Solicitud,Software,224,28,2 - Normal,0 - Sin Asignar,16,4
17486,SDLTER-9643974367,2020-05-23,Solicitud,Software,1576,13,2 - Normal,0 - Sin Asignar,16,4
17487,SDLTER-9644062750,2020-08-19,Solicitud,Software,1115,27,2 - Normal,0 - Sin Asignar,6,4
17488,SDLTER-9644167155,2020-12-02,Solicitud,Software,1655,1,2 - Normal,0 - Sin Asignar,16,5
17489,SDLTER-9743911242,2020-03-21,Solicitud,Software,1584,22,2 - Normal,0 - Sin Asignar,7,1
17490,SDLTER-9743987508,2020-06-05,Solicitud,Software,1330,35,2 - Normal,0 - Sin Asignar,7,5
17491,SDLTER-9744029520,2020-07-17,Solicitud,Software,1412,35,2 - Normal,0 - Sin Asignar,7,5
17492,SDLTER-9744169981,2020-12-04,Solicitud,Software,1338,19,2 - Normal,0 - Sin Asignar,17,4
17493,SDLTER-9843935195,2020-04-14,Solicitud,Software,1169,1,2 - Normal,0 - Sin Asignar,19,5
17494,SDLTER-9943873320,2020-02-12,Solicitud,Software,1282,3,2 - Normal,0 - Sin Asignar,9,5
17495,SDLTER-9944105067,2020-10-01,Solicitud,Software,386,50,2 - Normal,0 - Sin Asignar,9,4
17496,SDLTET-0043931180,2020-04-10,Solicitud,Hardware,1108,31,2 - Normal,0 - Sin Asignar,10,4
17497,SDLTET-0244046596,2020-08-03,Solicitud,Software,1039,5,2 - Normal,0 - Sin Asignar,2,5
17498,SDLTET-0443914395,2020-03-24,Solicitud,Hardware,939,3,2 - Normal,0 - Sin Asignar,3,5
17499,SDLTET-0444105870,2020-10-01,Solicitud,Software,737,48,2 - Normal,0 - Sin Asignar,4,5
17500,SDLTET-0743850365,2020-01-20,Solicitud,Software,1456,13,2 - Normal,0 - Sin Asignar,7,5
17501,SDLTET-0743913326,2020-03-23,Solicitud,Software,412,3,2 - Normal,0 - Sin Asignar,7,4
17502,SDLTET-0744092010,2020-09-18,Solicitud,Hardware,1231,50,2 - Normal,0 - Sin Asignar,19,4
17503,SDLTET-0843986146,2020-06-04,Solicitud,Software,1564,1,2 - Normal,0 - Sin Asignar,16,4
17504,SDLTET-0943959688,2020-05-08,Solicitud,Hardware,1058,46,2 - Normal,0 - Sin Asignar,9,4
17505,SDLTET-1044019218,2020-07-07,Solicitud,Software,1661,22,2 - Normal,0 - Sin Asignar,10,4
17506,SDLTET-1044030451,2020-07-18,Solicitud,Hardware,1635,14,2 - Normal,0 - Sin Asignar,10,4
17507,SDLTET-1243951092,2020-04-30,Solicitud,Software,1979,10,2 - Normal,0 - Sin Asignar,2,5
17508,SDLTET-1344193642,2020-12-28,Solicitud,Software,344,26,2 - Normal,0 - Sin Asignar,3,4
17509,SDLTET-1544180641,2020-12-15,Solicitud,Hardware,1194,46,2 - Normal,0 - Sin Asignar,11,5
17510,SDLTET-1744178071,2020-12-13,Solicitud,Hardware,307,30,2 - Normal,0 - Sin Asignar,17,4
17511,SDLTET-1844131863,2020-10-27,Solicitud,Software,1836,28,2 - Normal,0 - Sin Asignar,8,5
17512,SDLTET-2143923135,2020-04-02,Solicitud,Hardware,1003,31,2 - Normal,0 - Sin Asignar,11,4
17513,SDLTET-2243837632,2020-01-07,Solicitud,Software,73,46,2 - Normal,0 - Sin Asignar,12,5
17514,SDLTET-2243907444,2020-03-17,Solicitud,Software,824,44,2 - Normal,0 - Sin Asignar,2,5
17515,SDLTET-2243944459,2020-04-23,Solicitud,Hardware,1975,34,2 - Normal,0 - Sin Asignar,12,4
17516,SDLTET-2343963431,2020-05-12,Solicitud,Software,1193,14,2 - Normal,0 - Sin Asignar,3,4
17517,SDLTET-2443909993,2020-03-19,Solicitud,Software,1319,29,2 - Normal,0 - Sin Asignar,4,5
17518,SDLTET-2444021117,2020-07-09,Solicitud,Software,31,11,2 - Normal,0 - Sin Asignar,4,1
17519,SDLTET-2444173766,2020-12-08,Solicitud,Software,1896,7,2 - Normal,0 - Sin Asignar,14,5
17520,SDLTET-2944001366,2020-06-19,Solicitud,Software,486,13,2 - Normal,0 - Sin Asignar,9,5
17521,SDLTET-3143917683,2020-03-27,Solicitud,Hardware,1208,6,2 - Normal,0 - Sin Asignar,9,4
17522,SDLTET-3344018433,2020-07-06,Solicitud,Software,163,4,2 - Normal,0 - Sin Asignar,3,4
17523,SDLTET-3344116437,2020-10-12,Solicitud,Hardware,683,14,2 - Normal,0 - Sin Asignar,13,5
17524,SDLTET-3543878278,2020-02-17,Solicitud,Software,1257,22,2 - Normal,0 - Sin Asignar,5,5
17525,SDLTET-3844057943,2020-08-14,Solicitud,Software,134,49,2 - Normal,0 - Sin Asignar,8,5
17526,SDLTET-3943853887,2020-01-23,Solicitud,Software,958,38,2 - Normal,0 - Sin Asignar,9,5
17527,SDLTET-3943859656,2020-01-29,Solicitud,Software,1805,46,2 - Normal,0 - Sin Asignar,9,4
17528,SDLTET-3944011358,2020-06-29,Solicitud,Hardware,395,13,2 - Normal,0 - Sin Asignar,7,5
17529,SDLTET-4043866701,2020-02-05,Solicitud,Hardware,600,37,2 - Normal,0 - Sin Asignar,10,4
17530,SDLTET-4143850818,2020-01-20,Solicitud,Hardware,1791,38,2 - Normal,0 - Sin Asignar,11,5
17531,SDLTET-4144010065,2020-06-28,Solicitud,Software,1116,10,2 - Normal,0 - Sin Asignar,11,5
17532,SDLTET-4144016217,2020-07-04,Solicitud,Hardware,1661,42,2 - Normal,0 - Sin Asignar,11,5
17533,SDLTET-4144179370,2020-12-14,Solicitud,Hardware,127,13,2 - Normal,0 - Sin Asignar,6,4
17534,SDLTET-4943831611,2020-01-01,Solicitud,Software,1361,46,2 - Normal,0 - Sin Asignar,9,4
17535,SDLTET-4944072733,2020-08-29,Solicitud,Software,1523,37,2 - Normal,0 - Sin Asignar,9,4
17536,SDLTET-5343869175,2020-02-08,Solicitud,Hardware,307,41,2 - Normal,0 - Sin Asignar,13,5
17537,SDLTET-5344153095,2020-11-18,Solicitud,Software,839,50,4 - Crítico,0 - Sin Asignar,9,1
17538,SDLTET-5943840306,2020-01-10,Solicitud,Software,660,3,2 - Normal,0 - Sin Asignar,9,4
17539,SDLTET-6043924398,2020-04-03,Solicitud,Hardware,739,3,2 - Normal,0 - Sin Asignar,6,1
17540,SDLTET-6144096605,2020-09-22,Solicitud,Hardware,590,26,2 - Normal,0 - Sin Asignar,11,5
17541,SDLTET-6844153668,2020-11-18,Solicitud,Hardware,1876,46,2 - Normal,0 - Sin Asignar,11,5
17542,SDLTET-6943856977,2020-01-26,Solicitud,Software,807,39,2 - Normal,0 - Sin Asignar,9,4
17543,SDLTET-6944113165,2020-10-09,Solicitud,Software,1556,1,2 - Normal,0 - Sin Asignar,9,4
17544,SDLTET-7043979184,2020-05-28,Solicitud,Hardware,1278,41,2 - Normal,0 - Sin Asignar,10,4
17545,SDLTET-7044020154,2020-07-08,Solicitud,Software,1975,1,2 - Normal,0 - Sin Asignar,10,5
17546,SDLTET-7143947284,2020-04-26,Solicitud,Hardware,258,42,2 - Normal,0 - Sin Asignar,11,4
17547,SDLTET-7244116873,2020-10-12,Solicitud,Software,1077,38,2 - Normal,0 - Sin Asignar,2,4
17548,SDLTET-7344070877,2020-08-27,Solicitud,Hardware,807,28,2 - Normal,0 - Sin Asignar,0,5
17549,SDLTET-7344083953,2020-09-09,Solicitud,Software,335,9,2 - Normal,0 - Sin Asignar,3,1
17550,SDLTET-7443860339,2020-01-30,Solicitud,Software,273,23,2 - Normal,0 - Sin Asignar,4,4
17551,SDLTET-7443996866,2020-06-14,Solicitud,Software,1606,18,2 - Normal,0 - Sin Asignar,4,5
17552,SDLTET-7644135082,2020-10-31,Solicitud,Software,288,40,2 - Normal,0 - Sin Asignar,6,5
17553,SDLTET-7644171019,2020-12-06,Solicitud,Software,1361,50,2 - Normal,0 - Sin Asignar,6,1
17554,SDLTET-7744010644,2020-06-28,Solicitud,Hardware,1644,26,2 - Normal,0 - Sin Asignar,17,5
17555,SDLTET-7744081245,2020-09-07,Solicitud,Software,1354,22,2 - Normal,0 - Sin Asignar,7,5
17556,SDLTET-8243851935,2020-01-21,Solicitud,Hardware,473,39,2 - Normal,0 - Sin Asignar,15,4
17557,SDLTET-8244024751,2020-07-12,Solicitud,Software,1635,7,2 - Normal,0 - Sin Asignar,12,5
17558,SDLTET-8444075387,2020-09-01,Solicitud,Software,138,3,2 - Normal,0 - Sin Asignar,14,1
17559,SDLTET-8644157949,2020-11-22,Solicitud,Software,974,49,2 - Normal,0 - Sin Asignar,6,4
17560,SDLTET-8743992654,2020-06-10,Solicitud,Hardware,1295,46,2 - Normal,0 - Sin Asignar,10,5
17561,SDLTET-9143972703,2020-05-21,Solicitud,Hardware,1120,7,2 - Normal,0 - Sin Asignar,7,1
17562,SDLTET-9343855754,2020-01-25,Solicitud,Software,875,37,2 - Normal,0 - Sin Asignar,3,4
17563,SDLTET-9444007929,2020-06-25,Solicitud,Software,862,29,2 - Normal,0 - Sin Asignar,4,4
17564,SDLTET-9444071491,2020-08-28,Solicitud,Software,1179,14,2 - Normal,0 - Sin Asignar,4,5
17565,SDLTET-9543836922,2020-01-06,Solicitud,Hardware,342,19,2 - Normal,0 - Sin Asignar,14,4
17566,SDLTET-9743979084,2020-05-28,Solicitud,Hardware,148,50,2 - Normal,0 - Sin Asignar,0,5
17567,SDLTET-9944117021,2020-10-13,Solicitud,Software,442,50,2 - Normal,0 - Sin Asignar,13,5
17568,SDLTNR-0043857410,2020-01-27,Solicitud,Acceso/Login,291,24,2 - Normal,0 - Sin Asignar,0,4
17569,SDLTNR-0043881926,2020-02-20,Solicitud,Acceso/Login,52,39,2 - Normal,0 - Sin Asignar,0,5
17570,SDLTNR-0043884909,2020-02-23,Solicitud,Acceso/Login,120,39,2 - Normal,0 - Sin Asignar,0,5
17571,SDLTNR-0043904814,2020-03-14,Solicitud,Acceso/Login,411,28,2 - Normal,0 - Sin Asignar,0,4
17572,SDLTNR-0043912345,2020-03-22,Solicitud,Acceso/Login,834,23,2 - Normal,0 - Sin Asignar,0,5
17573,SDLTNR-0043918875,2020-03-28,Solicitud,Acceso/Login,1947,38,2 - Normal,0 - Sin Asignar,0,5
17574,SDLTNR-0043940253,2020-04-19,Solicitud,Acceso/Login,1745,22,2 - Normal,0 - Sin Asignar,0,1
17575,SDLTNR-0043977463,2020-05-26,Solicitud,Acceso/Login,966,44,2 - Normal,0 - Sin Asignar,0,4
17576,SDLTNR-0044015796,2020-07-03,Solicitud,Acceso/Login,1489,37,2 - Normal,0 - Sin Asignar,0,4
17577,SDLTNR-0044022215,2020-07-10,Solicitud,Acceso/Login,291,12,2 - Normal,0 - Sin Asignar,0,4
17578,SDLTNR-0044048242,2020-08-05,Solicitud,Acceso/Login,1514,12,2 - Normal,0 - Sin Asignar,0,4
17579,SDLTNR-0044063223,2020-08-20,Solicitud,Acceso/Login,1682,2,2 - Normal,0 - Sin Asignar,0,5
17580,SDLTNR-0044072945,2020-08-29,Solicitud,Acceso/Login,1734,19,2 - Normal,0 - Sin Asignar,0,5
17581,SDLTNR-0044079370,2020-09-05,Solicitud,Acceso/Login,1837,33,2 - Normal,0 - Sin Asignar,0,4
17582,SDLTNR-0044084547,2020-09-10,Solicitud,Acceso/Login,1834,35,2 - Normal,0 - Sin Asignar,0,4
17583,SDLTNR-0044085988,2020-09-11,Solicitud,Acceso/Login,1908,49,2 - Normal,0 - Sin Asignar,0,5
17584,SDLTNR-0044088012,2020-09-14,Solicitud,Acceso/Login,1771,40,2 - Normal,0 - Sin Asignar,0,4
17585,SDLTNR-0044092475,2020-09-18,Solicitud,Acceso/Login,967,44,2 - Normal,0 - Sin Asignar,0,4
17586,SDLTNR-0044093863,2020-09-19,Solicitud,Acceso/Login,966,8,2 - Normal,0 - Sin Asignar,0,5
17587,SDLTNR-0044105944,2020-10-01,Solicitud,Acceso/Login,1574,9,2 - Normal,0 - Sin Asignar,0,4
17588,SDLTNR-0044148935,2020-11-13,Solicitud,Acceso/Login,1203,19,2 - Normal,0 - Sin Asignar,0,4
17589,SDLTNR-0143881779,2020-02-20,Solicitud,Acceso/Login,257,7,2 - Normal,0 - Sin Asignar,1,4
17590,SDLTNR-0144004373,2020-06-22,Solicitud,Acceso/Login,1807,3,2 - Normal,0 - Sin Asignar,1,5
17591,SDLTNR-0144060472,2020-08-17,Solicitud,Acceso/Login,447,4,2 - Normal,0 - Sin Asignar,1,5
17592,SDLTNR-0144078567,2020-09-04,Solicitud,Acceso/Login,656,5,2 - Normal,0 - Sin Asignar,1,4
17593,SDLTNR-0244111951,2020-10-07,Solicitud,Acceso/Login,1585,39,2 - Normal,0 - Sin Asignar,2,4
17594,SDLTNR-0244131218,2020-10-27,Solicitud,Acceso/Login,1611,22,2 - Normal,0 - Sin Asignar,2,5
17595,SDLTNR-1043839439,2020-01-09,Solicitud,Acceso/Login,913,44,2 - Normal,0 - Sin Asignar,0,4
17596,SDLTNR-1043843316,2020-01-13,Solicitud,Acceso/Login,761,3,2 - Normal,0 - Sin Asignar,0,4
17597,SDLTNR-1043847253,2020-01-17,Solicitud,Acceso/Login,255,32,2 - Normal,0 - Sin Asignar,0,4
17598,SDLTNR-1043856431,2020-01-26,Solicitud,Acceso/Login,803,44,2 - Normal,0 - Sin Asignar,0,5
17599,SDLTNR-1043948562,2020-04-27,Solicitud,Acceso/Login,886,5,2 - Normal,0 - Sin Asignar,0,5
17600,SDLTNR-1043949665,2020-04-28,Solicitud,Acceso/Login,1516,16,2 - Normal,0 - Sin Asignar,0,5
17601,SDLTNR-1043954791,2020-05-03,Solicitud,Acceso/Login,679,37,2 - Normal,0 - Sin Asignar,0,4
17602,SDLTNR-1043956690,2020-05-05,Solicitud,Acceso/Login,1539,6,2 - Normal,0 - Sin Asignar,0,5
17603,SDLTNR-1043960477,2020-05-09,Solicitud,Acceso/Login,1127,4,2 - Normal,0 - Sin Asignar,0,4
17604,SDLTNR-1043964171,2020-05-13,Solicitud,Acceso/Login,1787,11,2 - Normal,0 - Sin Asignar,0,1
17605,SDLTNR-1043972092,2020-05-21,Solicitud,Acceso/Login,289,30,2 - Normal,0 - Sin Asignar,0,5
17606,SDLTNR-1043984925,2020-06-02,Solicitud,Acceso/Login,422,9,2 - Normal,0 - Sin Asignar,0,4
17607,SDLTNR-1043999045,2020-06-17,Solicitud,Acceso/Login,884,40,2 - Normal,0 - Sin Asignar,0,5
17608,SDLTNR-1044002150,2020-06-20,Solicitud,Acceso/Login,775,11,2 - Normal,0 - Sin Asignar,0,5
17609,SDLTNR-1044003166,2020-06-21,Solicitud,Acceso/Login,836,1,2 - Normal,0 - Sin Asignar,0,4
17610,SDLTNR-1044028473,2020-07-16,Solicitud,Acceso/Login,557,44,2 - Normal,0 - Sin Asignar,0,5
17611,SDLTNR-1044040905,2020-07-28,Solicitud,Acceso/Login,1800,9,2 - Normal,0 - Sin Asignar,0,4
17612,SDLTNR-1044075189,2020-09-01,Solicitud,Acceso/Login,948,1,2 - Normal,0 - Sin Asignar,0,5
17613,SDLTNR-1044081231,2020-09-07,Solicitud,Acceso/Login,1383,42,2 - Normal,0 - Sin Asignar,0,4
17614,SDLTNR-1044083938,2020-09-09,Solicitud,Acceso/Login,1643,29,2 - Normal,0 - Sin Asignar,0,4
17615,SDLTNR-1044085520,2020-09-11,Solicitud,Acceso/Login,1552,5,2 - Normal,0 - Sin Asignar,0,4
17616,SDLTNR-1044107026,2020-10-03,Solicitud,Acceso/Login,1532,50,2 - Normal,0 - Sin Asignar,0,5
17617,SDLTNR-1044112035,2020-10-08,Solicitud,Acceso/Login,753,50,2 - Normal,0 - Sin Asignar,0,4
17618,SDLTNR-1044112398,2020-10-08,Solicitud,Acceso/Login,729,13,2 - Normal,0 - Sin Asignar,0,5
17619,SDLTNR-1044113001,2020-10-09,Solicitud,Acceso/Login,1990,50,2 - Normal,0 - Sin Asignar,0,4
17620,SDLTNR-1044166698,2020-12-01,Solicitud,Acceso/Login,1729,6,2 - Normal,0 - Sin Asignar,0,5
17621,SDLTNR-1044176358,2020-12-11,Solicitud,Acceso/Login,785,13,2 - Normal,0 - Sin Asignar,0,4
17622,SDLTNR-1044181931,2020-12-16,Solicitud,Acceso/Login,783,19,2 - Normal,0 - Sin Asignar,0,5
17623,SDLTNR-1044191543,2020-12-26,Solicitud,Acceso/Login,1664,15,2 - Normal,0 - Sin Asignar,0,5
17624,SDLTNR-1144072083,2020-08-29,Solicitud,Acceso/Login,998,50,2 - Normal,0 - Sin Asignar,1,5
17625,SDLTNR-1144091711,2020-09-17,Solicitud,Acceso/Login,421,7,2 - Normal,0 - Sin Asignar,1,4
17626,SDLTNR-1144097366,2020-09-23,Solicitud,Acceso/Login,156,3,2 - Normal,0 - Sin Asignar,1,4
17627,SDLTNR-1144106953,2020-10-02,Solicitud,Acceso/Login,515,39,2 - Normal,0 - Sin Asignar,1,4
17628,SDLTNR-1144107310,2020-10-03,Solicitud,Acceso/Login,951,13,2 - Normal,0 - Sin Asignar,1,5
17629,SDLTNR-1144113372,2020-10-09,Solicitud,Acceso/Login,1667,3,2 - Normal,0 - Sin Asignar,1,1
17630,SDLTNR-1144139964,2020-11-04,Solicitud,Acceso/Login,1186,39,2 - Normal,0 - Sin Asignar,1,5
17631,SDLTNR-1243938728,2020-04-17,Solicitud,Acceso/Login,1512,7,2 - Normal,0 - Sin Asignar,2,4
17632,SDLTNR-1243942345,2020-04-21,Solicitud,Acceso/Login,254,3,2 - Normal,0 - Sin Asignar,2,1
17633,SDLTNR-1243959478,2020-05-08,Solicitud,Acceso/Login,627,4,2 - Normal,0 - Sin Asignar,2,5
17634,SDLTNR-1243964681,2020-05-13,Solicitud,Acceso/Login,1938,6,2 - Normal,0 - Sin Asignar,2,4
17635,SDLTNR-2043832942,2020-01-02,Solicitud,Acceso/Login,1844,49,2 - Normal,0 - Sin Asignar,0,4
17636,SDLTNR-2043863491,2020-02-02,Solicitud,Acceso/Login,1779,44,2 - Normal,0 - Sin Asignar,0,5
17637,SDLTNR-2043867736,2020-02-06,Solicitud,Acceso/Login,1813,7,2 - Normal,0 - Sin Asignar,0,1
17638,SDLTNR-2043868875,2020-02-07,Solicitud,Acceso/Login,1807,48,2 - Normal,0 - Sin Asignar,0,4
17639,SDLTNR-2043878075,2020-02-17,Solicitud,Acceso/Login,597,50,2 - Normal,0 - Sin Asignar,0,4
17640,SDLTNR-2043890842,2020-02-29,Solicitud,Acceso/Login,1884,28,2 - Normal,0 - Sin Asignar,0,4
17641,SDLTNR-2043911989,2020-03-21,Solicitud,Acceso/Login,318,39,2 - Normal,0 - Sin Asignar,0,5
17642,SDLTNR-2043916061,2020-03-26,Solicitud,Acceso/Login,886,10,2 - Normal,0 - Sin Asignar,0,4
17643,SDLTNR-2043950850,2020-04-29,Solicitud,Acceso/Login,1525,18,2 - Normal,0 - Sin Asignar,0,4
17644,SDLTNR-2044003041,2020-06-21,Solicitud,Acceso/Login,1874,40,2 - Normal,0 - Sin Asignar,0,1
17645,SDLTNR-2044023216,2020-07-11,Solicitud,Acceso/Login,971,12,2 - Normal,0 - Sin Asignar,0,5
17646,SDLTNR-2044025549,2020-07-13,Solicitud,Acceso/Login,1624,15,2 - Normal,0 - Sin Asignar,0,5
17647,SDLTNR-2044099882,2020-09-25,Solicitud,Acceso/Login,1578,28,2 - Normal,0 - Sin Asignar,0,4
17648,SDLTNR-2044105331,2020-10-01,Solicitud,Acceso/Login,1913,13,2 - Normal,0 - Sin Asignar,0,4
17649,SDLTNR-2044119086,2020-10-15,Solicitud,Acceso/Login,1578,50,2 - Normal,0 - Sin Asignar,0,5
17650,SDLTNR-2044147174,2020-11-12,Solicitud,Acceso/Login,357,1,2 - Normal,0 - Sin Asignar,0,4
17651,SDLTNR-2044158628,2020-11-23,Solicitud,Acceso/Login,532,26,2 - Normal,0 - Sin Asignar,0,4
17652,SDLTNR-2044164924,2020-11-29,Solicitud,Acceso/Login,212,29,2 - Normal,0 - Sin Asignar,0,4
17653,SDLTNR-2044191774,2020-12-26,Solicitud,Acceso/Login,1247,37,2 - Normal,0 - Sin Asignar,0,4
17654,SDLTNR-2143920271,2020-03-30,Solicitud,Acceso/Login,1697,22,2 - Normal,0 - Sin Asignar,1,5
17655,SDLTNR-2143946827,2020-04-25,Solicitud,Acceso/Login,332,28,2 - Normal,0 - Sin Asignar,1,5
17656,SDLTNR-2143992942,2020-06-10,Solicitud,Acceso/Login,1314,39,2 - Normal,0 - Sin Asignar,1,4
17657,SDLTNR-2144046336,2020-08-03,Solicitud,Acceso/Login,123,13,2 - Normal,0 - Sin Asignar,1,4
17658,SDLTNR-2144075100,2020-09-01,Solicitud,Acceso/Login,1470,1,2 - Normal,0 - Sin Asignar,1,5
17659,SDLTNR-2144085522,2020-09-11,Solicitud,Acceso/Login,1282,25,2 - Normal,0 - Sin Asignar,1,1
17660,SDLTNR-2144136104,2020-11-01,Solicitud,Acceso/Login,1910,11,2 - Normal,0 - Sin Asignar,1,4
17661,SDLTNR-2144162916,2020-11-27,Solicitud,Acceso/Login,971,39,2 - Normal,0 - Sin Asignar,1,4
17662,SDLTNR-2243858523,2020-01-28,Solicitud,Acceso/Login,172,25,2 - Normal,0 - Sin Asignar,2,4
17663,SDLTNR-2243926043,2020-04-05,Solicitud,Acceso/Login,184,50,2 - Normal,0 - Sin Asignar,2,4
17664,SDLTNR-2244166489,2020-12-01,Solicitud,Acceso/Login,1808,4,2 - Normal,0 - Sin Asignar,2,4
17665,SDLTNR-3043853341,2020-01-23,Solicitud,Acceso/Login,614,33,2 - Normal,0 - Sin Asignar,0,5
17666,SDLTNR-3043882045,2020-02-21,Solicitud,Acceso/Login,524,50,2 - Normal,0 - Sin Asignar,0,5
17667,SDLTNR-3043889902,2020-02-28,Solicitud,Acceso/Login,730,19,2 - Normal,0 - Sin Asignar,0,5
